,parti,abstention,contre,pour,vote_uid
4,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V2397
5,Parti socialiste,0.0,0.0,6.0,VTANR5L15V2397
6,Régions et peuples solidaires,0.0,0.0,5.0,VTANR5L15V2397
7,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V2397
0,La République en Marche,0.0,0.0,34.0,VTANR5L15V1894
1,Les Républicains,0.0,6.0,0.0,VTANR5L15V1894
2,Mouvement Démocrate,0.0,0.0,4.0,VTANR5L15V1894
3,Parti communiste français,0.0,3.0,0.0,VTANR5L15V1894
4,Parti socialiste,0.0,2.0,0.0,VTANR5L15V1894
0,La France Insoumise,0.0,0.0,4.0,VTANR5L15V397
1,La République en Marche,0.0,50.0,0.0,VTANR5L15V397
2,Mouvement Démocrate,0.0,3.0,0.0,VTANR5L15V397
3,Non rattaché,0.0,1.0,0.0,VTANR5L15V397
4,Parti progressiste martiniquais,1.0,0.0,0.0,VTANR5L15V397
5,Parti socialiste,2.0,0.0,0.0,VTANR5L15V397
6,Rassemblement national,0.0,2.0,0.0,VTANR5L15V397
0,La France Insoumise,0.0,4.0,0.0,VTANR5L15V3002
1,La République en Marche,0.0,66.0,1.0,VTANR5L15V3002
2,Les Républicains,0.0,0.0,21.0,VTANR5L15V3002
3,Mouvement Démocrate,0.0,1.0,2.0,VTANR5L15V3002
4,Parti communiste français,0.0,4.0,0.0,VTANR5L15V3002
5,Parti progressiste martiniquais,0.0,1.0,0.0,VTANR5L15V3002
6,Parti radical de gauche,0.0,1.0,0.0,VTANR5L15V3002
7,Parti socialiste,0.0,7.0,0.0,VTANR5L15V3002
8,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V3002
9,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V3002
0,La République en Marche,0.0,0.0,36.0,VTANR5L15V2419
1,Les Républicains,0.0,0.0,8.0,VTANR5L15V2419
2,Mouvement Démocrate,0.0,0.0,4.0,VTANR5L15V2419
3,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V2419
0,Debout la France,0.0,0.0,1.0,VTANR5L15V2491
1,La France Insoumise,0.0,0.0,4.0,VTANR5L15V2491
2,La République en Marche,0.0,79.0,0.0,VTANR5L15V2491
3,Les Républicains,0.0,0.0,20.0,VTANR5L15V2491
4,Mouvement Démocrate,0.0,15.0,0.0,VTANR5L15V2491
5,Parti communiste français,0.0,0.0,7.0,VTANR5L15V2491
6,Parti radical de gauche,0.0,0.0,2.0,VTANR5L15V2491
7,Parti socialiste,0.0,0.0,10.0,VTANR5L15V2491
8,Rassemblement national,0.0,0.0,1.0,VTANR5L15V2491
9,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V2491
10,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V2491
0,Debout la France,1.0,0.0,0.0,VTANR5L15V2483
1,La France Insoumise,0.0,0.0,6.0,VTANR5L15V2483
2,La République en Marche,0.0,104.0,0.0,VTANR5L15V2483
3,Les Républicains,7.0,10.0,4.0,VTANR5L15V2483
4,Mouvement Démocrate,0.0,21.0,0.0,VTANR5L15V2483
5,Parti communiste français,0.0,0.0,8.0,VTANR5L15V2483
6,Parti socialiste,0.0,0.0,4.0,VTANR5L15V2483
7,Rassemblement national,1.0,0.0,0.0,VTANR5L15V2483
8,"Union des démocrates, radicaux et libéraux",0.0,2.0,0.0,VTANR5L15V2483
0,La France Insoumise,0.0,3.0,0.0,VTANR5L15V829
1,La République en Marche,0.0,70.0,0.0,VTANR5L15V829
2,Les Républicains,0.0,0.0,14.0,VTANR5L15V829
3,Mouvement Démocrate,0.0,5.0,0.0,VTANR5L15V829
4,Non rattachée,0.0,1.0,0.0,VTANR5L15V829
5,Parti communiste français,0.0,4.0,0.0,VTANR5L15V829
6,Parti socialiste,0.0,4.0,0.0,VTANR5L15V829
0,La France Insoumise,0.0,0.0,4.0,VTANR5L15V490
1,La République en Marche,0.0,63.0,0.0,VTANR5L15V490
2,Les Républicains,5.0,0.0,2.0,VTANR5L15V490
3,Mouvement Démocrate,0.0,3.0,4.0,VTANR5L15V490
4,Non rattaché,1.0,0.0,0.0,VTANR5L15V490
5,Non rattachée,0.0,1.0,0.0,VTANR5L15V490
6,Parti communiste français,0.0,0.0,4.0,VTANR5L15V490
7,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V490
8,Parti radical de gauche,0.0,0.0,3.0,VTANR5L15V490
9,Parti socialiste,0.0,0.0,10.0,VTANR5L15V490
10,Rassemblement national,2.0,0.0,0.0,VTANR5L15V490
11,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V490
12,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V490
0,La France Insoumise,0.0,2.0,0.0,VTANR5L15V839
1,La République en Marche,0.0,45.0,0.0,VTANR5L15V839
2,Les Républicains,0.0,0.0,4.0,VTANR5L15V839
3,Mouvement Démocrate,1.0,1.0,0.0,VTANR5L15V839
4,Parti communiste français,0.0,5.0,0.0,VTANR5L15V839
5,Parti socialiste,0.0,4.0,0.0,VTANR5L15V839
6,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V839
0,La République en Marche,0.0,0.0,36.0,VTANR5L15V2944
1,Les Républicains,0.0,0.0,9.0,VTANR5L15V2944
2,Mouvement Démocrate,0.0,0.0,2.0,VTANR5L15V2944
3,Parti socialiste,0.0,0.0,3.0,VTANR5L15V2944
4,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V2944
0,La France Insoumise,0.0,0.0,13.0,VTANR5L15V34
1,La République en Marche,0.0,52.0,0.0,VTANR5L15V34
2,Les Républicains,0.0,5.0,0.0,VTANR5L15V34
3,Mouvement Démocrate,0.0,4.0,0.0,VTANR5L15V34
4,Non rattachée,0.0,1.0,0.0,VTANR5L15V34
5,Parti communiste français,0.0,0.0,6.0,VTANR5L15V34
6,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V34
0,La République en Marche,0.0,0.0,21.0,VTANR5L15V1954
1,Mouvement Démocrate,0.0,0.0,5.0,VTANR5L15V1954
0,La France Insoumise,0.0,0.0,5.0,VTANR5L15V2501
1,La République en Marche,0.0,79.0,0.0,VTANR5L15V2501
2,Les Républicains,8.0,0.0,6.0,VTANR5L15V2501
3,Mouvement Démocrate,0.0,11.0,0.0,VTANR5L15V2501
4,Parti communiste français,0.0,0.0,5.0,VTANR5L15V2501
5,Parti socialiste,0.0,0.0,6.0,VTANR5L15V2501
6,Rassemblement national,1.0,0.0,0.0,VTANR5L15V2501
7,"Union des démocrates, radicaux et libéraux",0.0,3.0,0.0,VTANR5L15V2501
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V943
1,La République en Marche,0.0,0.0,45.0,VTANR5L15V943
2,Les Républicains,0.0,0.0,12.0,VTANR5L15V943
3,Mouvement Démocrate,0.0,0.0,5.0,VTANR5L15V943
4,Parti communiste français,0.0,0.0,3.0,VTANR5L15V943
5,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V943
6,Parti socialiste,0.0,0.0,6.0,VTANR5L15V943
7,"Union des démocrates, radicaux et libéraux",0.0,0.0,4.0,VTANR5L15V943
0,Debout la France,1.0,0.0,0.0,VTANR5L15V2525
1,La France Insoumise,0.0,0.0,3.0,VTANR5L15V2525
2,La République en Marche,0.0,55.0,0.0,VTANR5L15V2525
3,Les Républicains,0.0,0.0,6.0,VTANR5L15V2525
4,Mouvement Démocrate,0.0,13.0,0.0,VTANR5L15V2525
5,Parti communiste français,0.0,0.0,5.0,VTANR5L15V2525
6,Parti socialiste,0.0,0.0,5.0,VTANR5L15V2525
7,Rassemblement national,1.0,0.0,0.0,VTANR5L15V2525
8,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V2525
0,La République en Marche,0.0,24.0,0.0,VTANR5L15V914
1,Les Républicains,2.0,0.0,0.0,VTANR5L15V914
2,Mouvement Démocrate,0.0,2.0,0.0,VTANR5L15V914
3,Parti socialiste,0.0,0.0,1.0,VTANR5L15V914
4,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V914
0,Debout la France,0.0,0.0,1.0,VTANR5L15V1210
1,La France Insoumise,0.0,0.0,3.0,VTANR5L15V1210
2,La République en Marche,0.0,55.0,0.0,VTANR5L15V1210
3,Les Républicains,0.0,0.0,12.0,VTANR5L15V1210
4,Mouvement Démocrate,0.0,3.0,0.0,VTANR5L15V1210
5,Non rattachée,0.0,1.0,0.0,VTANR5L15V1210
6,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V1210
7,Parti socialiste,0.0,0.0,4.0,VTANR5L15V1210
8,Rassemblement national,0.0,0.0,1.0,VTANR5L15V1210
9,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V1210
10,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V1210
0,La France Insoumise,0.0,0.0,4.0,VTANR5L15V834
1,La République en Marche,0.0,65.0,0.0,VTANR5L15V834
2,Les Républicains,0.0,14.0,0.0,VTANR5L15V834
3,Mouvement Démocrate,0.0,10.0,0.0,VTANR5L15V834
4,Non rattachée,0.0,1.0,0.0,VTANR5L15V834
5,Parti communiste français,3.0,0.0,0.0,VTANR5L15V834
6,Parti socialiste,0.0,1.0,1.0,VTANR5L15V834
0,La France Insoumise,0.0,7.0,0.0,VTANR5L15V1117
1,La République en Marche,7.0,0.0,80.0,VTANR5L15V1117
2,Les Républicains,0.0,11.0,0.0,VTANR5L15V1117
3,Mouvement Démocrate,3.0,0.0,8.0,VTANR5L15V1117
4,Non rattaché,1.0,0.0,0.0,VTANR5L15V1117
5,Parti socialiste,0.0,3.0,0.0,VTANR5L15V1117
6,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V1117
7,"Union des démocrates, radicaux et libéraux",0.0,1.0,1.0,VTANR5L15V1117
0,La République en Marche,4.0,40.0,3.0,VTANR5L15V670
1,Les Républicains,0.0,10.0,0.0,VTANR5L15V670
2,Mouvement Démocrate,2.0,4.0,0.0,VTANR5L15V670
3,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V670
4,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V670
0,La République en Marche,0.0,38.0,0.0,VTANR5L15V2319
1,Les Républicains,1.0,0.0,0.0,VTANR5L15V2319
2,Mouvement Démocrate,0.0,2.0,1.0,VTANR5L15V2319
3,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V2319
0,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V2412
1,La République en Marche,0.0,30.0,0.0,VTANR5L15V2412
2,Les Républicains,0.0,5.0,1.0,VTANR5L15V2412
3,Mouvement Démocrate,0.0,2.0,0.0,VTANR5L15V2412
4,Non rattachée,0.0,0.0,1.0,VTANR5L15V2412
5,Parti socialiste,0.0,0.0,2.0,VTANR5L15V2412
6,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V2412
7,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V2412
0,Calédonie Ensemble,0.0,0.0,1.0,VTANR5L15V595
1,Cap sur l'avenir,1.0,0.0,0.0,VTANR5L15V595
2,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V595
3,La France Insoumise,0.0,0.0,7.0,VTANR5L15V595
4,La République en Marche,2.0,77.0,0.0,VTANR5L15V595
5,Les Républicains,0.0,0.0,19.0,VTANR5L15V595
6,Mouvement Démocrate,0.0,0.0,18.0,VTANR5L15V595
7,Parti communiste français,0.0,0.0,6.0,VTANR5L15V595
8,Parti radical de gauche,0.0,0.0,2.0,VTANR5L15V595
9,Parti socialiste,0.0,0.0,6.0,VTANR5L15V595
10,Rassemblement national,0.0,0.0,1.0,VTANR5L15V595
11,Régions et peuples solidaires,0.0,1.0,1.0,VTANR5L15V595
12,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V595
13,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V595
0,La France Insoumise,0.0,0.0,7.0,VTANR5L15V1759
1,La République en Marche,0.0,15.0,0.0,VTANR5L15V1759
2,Les Républicains,0.0,2.0,0.0,VTANR5L15V1759
3,Mouvement Démocrate,0.0,4.0,0.0,VTANR5L15V1759
4,Parti communiste français,0.0,0.0,3.0,VTANR5L15V1759
5,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V1759
6,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1759
7,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V1759
0,La République en Marche,0.0,22.0,0.0,VTANR5L15V1413
1,Les Républicains,0.0,0.0,6.0,VTANR5L15V1413
2,Mouvement Démocrate,0.0,8.0,1.0,VTANR5L15V1413
3,Parti progressiste martiniquais,0.0,0.0,2.0,VTANR5L15V1413
4,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1413
5,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V1413
6,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V1413
7,"Union des démocrates, radicaux et libéraux",0.0,0.0,1.0,VTANR5L15V1413
0,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V76
1,La France Insoumise,7.0,0.0,0.0,VTANR5L15V76
2,La République en Marche,0.0,92.0,2.0,VTANR5L15V76
3,Les Républicains,0.0,3.0,13.0,VTANR5L15V76
4,Mouvement Démocrate,1.0,8.0,7.0,VTANR5L15V76
5,Non rattachée,0.0,1.0,0.0,VTANR5L15V76
6,Parti communiste français,0.0,0.0,4.0,VTANR5L15V76
7,Parti socialiste,0.0,0.0,2.0,VTANR5L15V76
8,Régions et peuples solidaires,0.0,3.0,1.0,VTANR5L15V76
9,Tapura Huiraatira,1.0,0.0,0.0,VTANR5L15V76
0,La France Insoumise,0.0,0.0,3.0,VTANR5L15V740
1,La République en Marche,0.0,41.0,0.0,VTANR5L15V740
2,Les Républicains,5.0,0.0,0.0,VTANR5L15V740
3,Mouvement Démocrate,0.0,3.0,0.0,VTANR5L15V740
4,Non rattachée,0.0,1.0,0.0,VTANR5L15V740
5,Parti communiste français,0.0,0.0,3.0,VTANR5L15V740
6,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V740
7,Parti socialiste,0.0,0.0,2.0,VTANR5L15V740
8,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V740
0,La France Insoumise,0.0,2.0,0.0,VTANR5L15V1465
1,La République en Marche,0.0,0.0,27.0,VTANR5L15V1465
2,Les Républicains,0.0,6.0,0.0,VTANR5L15V1465
3,Mouvement Démocrate,0.0,0.0,2.0,VTANR5L15V1465
4,Non rattachée,0.0,0.0,1.0,VTANR5L15V1465
5,Parti socialiste,0.0,2.0,0.0,VTANR5L15V1465
6,Rassemblement national,0.0,4.0,0.0,VTANR5L15V1465
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V1561
1,La République en Marche,0.0,58.0,0.0,VTANR5L15V1561
2,Les Républicains,0.0,6.0,0.0,VTANR5L15V1561
3,Non rattaché,0.0,1.0,0.0,VTANR5L15V1561
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1561
5,Parti socialiste,0.0,0.0,3.0,VTANR5L15V1561
6,Rassemblement national,0.0,3.0,0.0,VTANR5L15V1561
7,"Union des démocrates, radicaux et libéraux",0.0,1.0,0.0,VTANR5L15V1561
0,Debout la France,0.0,1.0,0.0,VTANR5L15V94
1,Europe Écologie Les Verts,1.0,0.0,0.0,VTANR5L15V94
2,La France Insoumise,7.0,0.0,0.0,VTANR5L15V94
3,La République en Marche,4.0,0.0,86.0,VTANR5L15V94
4,Les Républicains,0.0,25.0,0.0,VTANR5L15V94
5,Mouvement Démocrate,0.0,1.0,11.0,VTANR5L15V94
6,Parti communiste français,6.0,0.0,0.0,VTANR5L15V94
7,Parti socialiste,6.0,0.0,0.0,VTANR5L15V94
8,Rassemblement national,0.0,2.0,0.0,VTANR5L15V94
9,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V94
10,Tapura Huiraatira,0.0,1.0,0.0,VTANR5L15V94
11,"Union des démocrates, radicaux et libéraux",0.0,9.0,0.0,VTANR5L15V94
0,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V2954
1,La France Insoumise,0.0,0.0,2.0,VTANR5L15V2954
2,La République en Marche,0.0,29.0,12.0,VTANR5L15V2954
3,Les Républicains,0.0,10.0,3.0,VTANR5L15V2954
4,Mouvement Démocrate,0.0,2.0,1.0,VTANR5L15V2954
5,Non rattaché,0.0,0.0,1.0,VTANR5L15V2954
6,Non rattachée,0.0,1.0,0.0,VTANR5L15V2954
7,Parti communiste français,0.0,0.0,1.0,VTANR5L15V2954
8,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V2954
9,Parti socialiste,0.0,0.0,1.0,VTANR5L15V2954
10,Régions et peuples solidaires,0.0,0.0,1.0,VTANR5L15V2954
11,"Union des démocrates, radicaux et libéraux",0.0,4.0,0.0,VTANR5L15V2954
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V2603
1,La République en Marche,0.0,60.0,0.0,VTANR5L15V2603
2,Les Républicains,11.0,0.0,0.0,VTANR5L15V2603
3,Mouvement Démocrate,0.0,13.0,0.0,VTANR5L15V2603
4,Parti communiste français,0.0,0.0,3.0,VTANR5L15V2603
5,Parti radical de gauche,0.0,0.0,2.0,VTANR5L15V2603
6,Parti socialiste,0.0,0.0,1.0,VTANR5L15V2603
7,Rassemblement national,1.0,0.0,0.0,VTANR5L15V2603
0,La République en Marche,0.0,0.0,20.0,VTANR5L15V1978
1,Les Républicains,0.0,10.0,0.0,VTANR5L15V1978
0,Calédonie Ensemble,0.0,0.0,2.0,VTANR5L15V2735
1,Cap sur l'avenir,0.0,0.0,1.0,VTANR5L15V2735
2,Debout la France,0.0,0.0,3.0,VTANR5L15V2735
3,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V2735
4,La France Insoumise,0.0,17.0,0.0,VTANR5L15V2735
5,La République en Marche,0.0,0.0,282.0,VTANR5L15V2735
6,Les Républicains,0.0,0.0,89.0,VTANR5L15V2735
7,Mouvement Démocrate,0.0,0.0,50.0,VTANR5L15V2735
8,Non déclaré(s),0.0,0.0,1.0,VTANR5L15V2735
9,Non rattaché,0.0,0.0,1.0,VTANR5L15V2735
10,Non rattachée,0.0,0.0,2.0,VTANR5L15V2735
11,Parti communiste français,1.0,14.0,0.0,VTANR5L15V2735
12,Parti progressiste martiniquais,3.0,0.0,0.0,VTANR5L15V2735
13,Parti radical de gauche,0.0,0.0,3.0,VTANR5L15V2735
14,Parti socialiste,18.0,3.0,1.0,VTANR5L15V2735
15,Rassemblement national,2.0,0.0,3.0,VTANR5L15V2735
16,Régions et peuples solidaires,1.0,0.0,8.0,VTANR5L15V2735
17,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V2735
18,Tavini Huiraatira No Te Ao Maohi - Front de libération de Polynésie,0.0,1.0,0.0,VTANR5L15V2735
19,"Union des démocrates, radicaux et libéraux",0.0,0.0,19.0,VTANR5L15V2735
0,Calédonie Ensemble,0.0,0.0,1.0,VTANR5L15V1638
1,La France Insoumise,0.0,0.0,2.0,VTANR5L15V1638
2,La République en Marche,0.0,35.0,0.0,VTANR5L15V1638
3,Les Républicains,0.0,0.0,7.0,VTANR5L15V1638
4,Mouvement Démocrate,0.0,2.0,0.0,VTANR5L15V1638
5,Non rattaché,0.0,1.0,0.0,VTANR5L15V1638
6,Parti communiste français,0.0,0.0,2.0,VTANR5L15V1638
7,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V1638
8,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V1638
9,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V1638
10,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V1638
0,Calédonie Ensemble,0.0,1.0,0.0,VTANR5L15V1029
1,Cap sur l'avenir,0.0,1.0,0.0,VTANR5L15V1029
2,La France Insoumise,0.0,0.0,6.0,VTANR5L15V1029
3,La République en Marche,0.0,42.0,0.0,VTANR5L15V1029
4,Les Républicains,0.0,9.0,0.0,VTANR5L15V1029
5,Mouvement Démocrate,0.0,6.0,0.0,VTANR5L15V1029
6,Parti communiste français,0.0,0.0,4.0,VTANR5L15V1029
7,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V1029
8,Parti socialiste,3.0,0.0,0.0,VTANR5L15V1029
9,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V1029
10,"Union des démocrates, radicaux et libéraux",0.0,4.0,0.0,VTANR5L15V1029
0,Debout la France,0.0,0.0,1.0,VTANR5L15V131
1,La France Insoumise,0.0,7.0,0.0,VTANR5L15V131
2,La République en Marche,0.0,68.0,0.0,VTANR5L15V131
3,Les Républicains,0.0,0.0,12.0,VTANR5L15V131
4,Mouvement Démocrate,0.0,8.0,0.0,VTANR5L15V131
5,Parti communiste français,0.0,2.0,0.0,VTANR5L15V131
6,Rassemblement national,0.0,0.0,4.0,VTANR5L15V131
7,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V131
0,Calédonie Ensemble,0.0,0.0,2.0,VTANR5L15V2744
1,Cap sur l'avenir,0.0,0.0,1.0,VTANR5L15V2744
2,Debout la France,0.0,0.0,2.0,VTANR5L15V2744
3,Europe Écologie Les Verts,0.0,0.0,1.0,VTANR5L15V2744
4,La France Insoumise,0.0,0.0,17.0,VTANR5L15V2744
5,La République en Marche,0.0,0.0,283.0,VTANR5L15V2744
6,Les Républicains,0.0,0.0,89.0,VTANR5L15V2744
7,Mouvement Démocrate,0.0,0.0,50.0,VTANR5L15V2744
8,Non déclaré(s),0.0,0.0,1.0,VTANR5L15V2744
9,Non rattaché,0.0,0.0,1.0,VTANR5L15V2744
10,Non rattachée,0.0,0.0,2.0,VTANR5L15V2744
11,Parti communiste français,0.0,0.0,15.0,VTANR5L15V2744
12,Parti progressiste martiniquais,0.0,0.0,3.0,VTANR5L15V2744
13,Parti radical de gauche,0.0,0.0,3.0,VTANR5L15V2744
14,Parti socialiste,0.0,0.0,22.0,VTANR5L15V2744
15,Rassemblement national,0.0,0.0,5.0,VTANR5L15V2744
16,Régions et peuples solidaires,0.0,0.0,9.0,VTANR5L15V2744
17,Tapura Huiraatira,0.0,0.0,1.0,VTANR5L15V2744
18,Tavini Huiraatira No Te Ao Maohi - Front de libération de Polynésie,0.0,0.0,1.0,VTANR5L15V2744
19,"Union des démocrates, radicaux et libéraux",0.0,0.0,17.0,VTANR5L15V2744
0,La France Insoumise,0.0,3.0,0.0,VTANR5L15V945
1,La République en Marche,0.0,0.0,60.0,VTANR5L15V945
2,Les Républicains,0.0,12.0,0.0,VTANR5L15V945
3,Mouvement Démocrate,2.0,0.0,4.0,VTANR5L15V945
4,Non rattaché,0.0,0.0,1.0,VTANR5L15V945
5,Parti communiste français,0.0,4.0,0.0,VTANR5L15V945
6,Parti progressiste martiniquais,0.0,1.0,0.0,VTANR5L15V945
7,Parti socialiste,0.0,7.0,0.0,VTANR5L15V945
0,La République en Marche,0.0,24.0,0.0,VTANR5L15V897
1,Les Républicains,0.0,0.0,2.0,VTANR5L15V897
0,Debout la France,1.0,0.0,0.0,VTANR5L15V2514
1,La France Insoumise,0.0,0.0,3.0,VTANR5L15V2514
2,La République en Marche,0.0,51.0,0.0,VTANR5L15V2514
3,Les Républicains,5.0,0.0,0.0,VTANR5L15V2514
4,Mouvement Démocrate,0.0,13.0,0.0,VTANR5L15V2514
5,Parti communiste français,0.0,0.0,4.0,VTANR5L15V2514
6,Parti socialiste,0.0,0.0,2.0,VTANR5L15V2514
7,"Union des démocrates, radicaux et libéraux",0.0,2.0,0.0,VTANR5L15V2514
0,La France Insoumise,2.0,0.0,0.0,VTANR5L15V1922
1,La République en Marche,0.0,35.0,0.0,VTANR5L15V1922
2,Les Républicains,0.0,0.0,13.0,VTANR5L15V1922
3,Mouvement Démocrate,0.0,8.0,0.0,VTANR5L15V1922
4,Parti communiste français,2.0,0.0,0.0,VTANR5L15V1922
5,Parti progressiste martiniquais,1.0,0.0,0.0,VTANR5L15V1922
6,Parti radical de gauche,0.0,1.0,0.0,VTANR5L15V1922
7,Parti socialiste,1.0,0.0,2.0,VTANR5L15V1922
8,Régions et peuples solidaires,0.0,1.0,0.0,VTANR5L15V1922
9,"Union des démocrates, radicaux et libéraux",0.0,3.0,0.0,VTANR5L15V1922
0,Europe Écologie Les Verts,0.0,1.0,0.0,VTANR5L15V705
1,La République en Marche,0.0,56.0,0.0,VTANR5L15V705
2,Les Républicains,0.0,14.0,0.0,VTANR5L15V705
3,Mouvement Démocrate,0.0,6.0,0.0,VTANR5L15V705
4,Non rattaché,0.0,1.0,0.0,VTANR5L15V705
5,Non rattachée,0.0,1.0,0.0,VTANR5L15V705
6,Parti communiste français,0.0,0.0,3.0,VTANR5L15V705
7,Parti socialiste,0.0,0.0,3.0,VTANR5L15V705
8,Rassemblement national,0.0,1.0,0.0,VTANR5L15V705
9,"Union des démocrates, radicaux et libéraux",0.0,3.0,0.0,VTANR5L15V705
0,Debout la France,0.0,0.0,1.0,VTANR5L15V2524
1,La France Insoumise,0.0,0.0,5.0,VTANR5L15V2524
2,La République en Marche,0.0,58.0,0.0,VTANR5L15V2524
3,Les Républicains,0.0,0.0,10.0,VTANR5L15V2524
4,Mouvement Démocrate,0.0,12.0,0.0,VTANR5L15V2524
5,Parti communiste français,0.0,0.0,4.0,VTANR5L15V2524
6,Parti radical de gauche,0.0,0.0,1.0,VTANR5L15V2524
7,Parti socialiste,0.0,0.0,7.0,VTANR5L15V2524
8,Rassemblement national,0.0,0.0,1.0,VTANR5L15V2524
9,"Union des démocrates, radicaux et libéraux",2.0,0.0,1.0,VTANR5L15V2524
0,La France Insoumise,0.0,0.0,5.0,VTANR5L15V3220
1,La République en Marche,0.0,67.0,0.0,VTANR5L15V3220
2,Les Républicains,0.0,15.0,0.0,VTANR5L15V3220
3,Mouvement Démocrate,0.0,8.0,0.0,VTANR5L15V3220
4,Parti communiste français,0.0,0.0,2.0,VTANR5L15V3220
5,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V3220
6,Parti socialiste,0.0,0.0,3.0,VTANR5L15V3220
7,Rassemblement national,0.0,1.0,0.0,VTANR5L15V3220
8,Régions et peuples solidaires,0.0,0.0,2.0,VTANR5L15V3220
9,"Union des démocrates, radicaux et libéraux",0.0,3.0,0.0,VTANR5L15V3220
0,La France Insoumise,0.0,0.0,2.0,VTANR5L15V679
1,La République en Marche,0.0,0.0,37.0,VTANR5L15V679
2,Les Républicains,6.0,0.0,0.0,VTANR5L15V679
3,Mouvement Démocrate,1.0,0.0,5.0,VTANR5L15V679
4,Parti socialiste,0.0,0.0,1.0,VTANR5L15V679
5,"Union des démocrates, radicaux et libéraux",2.0,0.0,0.0,VTANR5L15V679
0,Calédonie Ensemble,0.0,0.0,1.0,VTANR5L15V1236
1,La République en Marche,0.0,0.0,53.0,VTANR5L15V1236
2,Les Républicains,0.0,0.0,22.0,VTANR5L15V1236
3,Mouvement Démocrate,0.0,0.0,5.0,VTANR5L15V1236
4,Parti communiste français,0.0,0.0,1.0,VTANR5L15V1236
5,Parti progressiste martiniquais,0.0,0.0,1.0,VTANR5L15V1236
6,Parti socialiste,0.0,0.0,2.0,VTANR5L15V1236
7,"Union des démocrates, radicaux et libéraux",0.0,0.0,2.0,VTANR5L15V1236
0,Calédonie Ensemble,2.0,0.0,0.0,VTANR5L15V2814
1,Cap sur l'avenir,0.0,0.0,1.0,VTANR5L15V2814
2,Debout la France,1.0,2.0,0.0,VTANR5L15V2814
